cve_id,cwe,cvss_v31_base_score,cvss_v31_exploitability_score,cvss_v31_impact_score,cvss_v2_base_score,cvss_v2_exploitability_score,cvss_v2_impact_score,fuente_cisa,fuente_nuclei
CVE-2021-39316,SIN_CWE,,,,,,,False,True
CVE-2021-39320,SIN_CWE,,,,,,,False,True
CVE-2021-39322,SIN_CWE,,,,,,,False,True
CVE-2021-39327,SIN_CWE,,,,,,,False,True
CVE-2021-39341,SIN_CWE,,,,,,,False,True
CVE-2021-39350,SIN_CWE,,,,,,,False,True
CVE-2021-39411,SIN_CWE,,,,,,,False,True
CVE-2021-39433,SIN_CWE,,,,,,,False,True
CVE-2021-39501,SIN_CWE,,,,,,,False,True
CVE-2021-39793,SIN_CWE,,,,,,,True,False
CVE-2021-39935,SIN_CWE,,,,,,,True,False
CVE-2021-40149,SIN_CWE,,,,,,,False,True
CVE-2021-40150,SIN_CWE,,,,,,,False,True
CVE-2021-40272,SIN_CWE,,,,,,,False,True
CVE-2021-40323,SIN_CWE,,,,,,,False,True
CVE-2021-4034,SIN_CWE,,,,,,,True,False
CVE-2021-40407,SIN_CWE,,,,,,,True,False
CVE-2021-40438,SIN_CWE,,,,,,,True,True
CVE-2021-40444,SIN_CWE,,,,,,,True,False
CVE-2021-40449,SIN_CWE,,,,,,,True,False
CVE-2021-40450,SIN_CWE,,,,,,,True,False
CVE-2021-40524,SIN_CWE,,,,,,,False,True
CVE-2021-40539,SIN_CWE,,,,,,,True,True
CVE-2021-40542,SIN_CWE,,,,,,,False,True
CVE-2021-40651,SIN_CWE,,,,,,,False,True
CVE-2021-40655,SIN_CWE,,,,,,,True,True
CVE-2021-40661,SIN_CWE,,,,,,,False,True
CVE-2021-4073,SIN_CWE,,,,,,,False,True
CVE-2021-40822,SIN_CWE,,,,,,,False,True
CVE-2021-40856,SIN_CWE,,,,,,,False,True
CVE-2021-40859,SIN_CWE,,,,,,,False,True
CVE-2021-40868,SIN_CWE,,,,,,,False,True
CVE-2021-40870,SIN_CWE,,,,,,,True,True
CVE-2021-40875,SIN_CWE,,,,,,,False,True
CVE-2021-40960,SIN_CWE,,,,,,,False,True
CVE-2021-40968,SIN_CWE,,,,,,,False,True
CVE-2021-40969,SIN_CWE,,,,,,,False,True
CVE-2021-40970,SIN_CWE,,,,,,,False,True
CVE-2021-40971,SIN_CWE,,,,,,,False,True
CVE-2021-40972,SIN_CWE,,,,,,,False,True
CVE-2021-40973,SIN_CWE,,,,,,,False,True
CVE-2021-40978,SIN_CWE,,,,,,,False,True
CVE-2021-4102,SIN_CWE,,,,,,,True,False
CVE-2021-41097,SIN_CWE,,,,,,,False,True
CVE-2021-41174,SIN_CWE,,,,,,,False,True
CVE-2021-41192,SIN_CWE,,,,,,,False,True
CVE-2021-41266,SIN_CWE,,,,,,,False,True
CVE-2021-41277,SIN_CWE,,,,,,,True,True
CVE-2021-41282,SIN_CWE,,,,,,,False,True
CVE-2021-41291,SIN_CWE,,,,,,,False,True
CVE-2021-41293,SIN_CWE,,,,,,,False,True
CVE-2021-41349,SIN_CWE,,,,,,,False,True
CVE-2021-41357,SIN_CWE,,,,,,,True,False
CVE-2021-41379,SIN_CWE,,,,,,,True,False
CVE-2021-41381,SIN_CWE,,,,,,,False,True
CVE-2021-41419,SIN_CWE,,,,,,,False,True
CVE-2021-41432,SIN_CWE,,,,,,,False,True
CVE-2021-41460,SIN_CWE,,,,,,,False,True
CVE-2021-41467,SIN_CWE,,,,,,,False,True
CVE-2021-41569,SIN_CWE,,,,,,,False,True
CVE-2021-41648,SIN_CWE,,,,,,,False,True
CVE-2021-41649,SIN_CWE,,,,,,,False,True
CVE-2021-41653,SIN_CWE,,,,,,,False,True
CVE-2021-41691,SIN_CWE,,,,,,,False,True
CVE-2021-41749,SIN_CWE,,,,,,,False,True
CVE-2021-41773,SIN_CWE,,,,,,,True,True
CVE-2021-41826,SIN_CWE,,,,,,,False,True
CVE-2021-41878,SIN_CWE,,,,,,,False,True
CVE-2021-4191,SIN_CWE,,,,,,,False,True
CVE-2021-41951,SIN_CWE,,,,,,,False,True
CVE-2021-42013,SIN_CWE,,,,,,,True,True
CVE-2021-42063,SIN_CWE,,,,,,,False,True
CVE-2021-42071,SIN_CWE,,,,,,,False,True
CVE-2021-42192,SIN_CWE,,,,,,,False,True
CVE-2021-42237,SIN_CWE,,,,,,,True,True
CVE-2021-42258,SIN_CWE,,,,,,,True,True
CVE-2021-42278,SIN_CWE,,,,,,,True,False
CVE-2021-42287,SIN_CWE,,,,,,,True,False
CVE-2021-42292,SIN_CWE,,,,,,,True,False
CVE-2021-42321,SIN_CWE,,,,,,,True,False
CVE-2021-42359,SIN_CWE,,,,,,,False,True
CVE-2021-42551,SIN_CWE,,,,,,,False,True
CVE-2021-42565,SIN_CWE,,,,,,,False,True
CVE-2021-42566,SIN_CWE,,,,,,,False,True
CVE-2021-42567,SIN_CWE,,,,,,,False,True
CVE-2021-42627,SIN_CWE,,,,,,,False,True
CVE-2021-42663,SIN_CWE,,,,,,,False,True
CVE-2021-42667,SIN_CWE,,,,,,,False,True
CVE-2021-42887,SIN_CWE,,,,,,,False,True
CVE-2021-43062,SIN_CWE,,,,,,,False,True
CVE-2021-43226,SIN_CWE,,,,,,,True,False
CVE-2021-43287,SIN_CWE,,,,,,,False,True
CVE-2021-43421,SIN_CWE,,,,,,,False,True
CVE-2021-43495,SIN_CWE,,,,,,,False,True
CVE-2021-43496,SIN_CWE,,,,,,,False,True
CVE-2021-43510,SIN_CWE,,,,,,,False,True
CVE-2021-43574,SIN_CWE,,,,,,,False,True
CVE-2021-43725,SIN_CWE,,,,,,,False,True
CVE-2021-43734,SIN_CWE,,,,,,,False,True
CVE-2021-4374,SIN_CWE,,,,,,,False,True
CVE-2021-43778,SIN_CWE,,,,,,,False,True
CVE-2021-43798,SIN_CWE,,,,,,,True,True
CVE-2021-4380,SIN_CWE,,,,,,,False,True
CVE-2021-43810,SIN_CWE,,,,,,,False,True
CVE-2021-43831,SIN_CWE,,,,,,,False,True
CVE-2021-43890,SIN_CWE,,,,,,,True,False
CVE-2021-44026,SIN_CWE,,,,,,,True,False
CVE-2021-44077,SIN_CWE,,,,,,,True,True
CVE-2021-44138,SIN_CWE,,,,,,,False,True
CVE-2021-44139,SIN_CWE,,,,,,,False,True
CVE-2021-44152,SIN_CWE,,,,,,,False,True
CVE-2021-44168,SIN_CWE,,,,,,,True,False
CVE-2021-44207,SIN_CWE,,,,,,,True,False
CVE-2021-44228,CWE-20,10.0,3.9,6.0,9.3,8.6,10.0,True,True
CVE-2021-44228,CWE-400,10.0,3.9,6.0,9.3,8.6,10.0,True,True
CVE-2021-44228,CWE-502,10.0,3.9,6.0,9.3,8.6,10.0,True,True
CVE-2021-44228,CWE-917,10.0,3.9,6.0,9.3,8.6,10.0,True,True
CVE-2021-44260,SIN_CWE,,,,,,,False,True
CVE-2021-4436,SIN_CWE,,,,,,,False,True
CVE-2021-44427,SIN_CWE,,,,,,,False,True
CVE-2021-44451,SIN_CWE,,,,,,,False,True
CVE-2021-4448,SIN_CWE,,,,,,,False,True
CVE-2021-4449,SIN_CWE,,,,,,,False,True
CVE-2021-44515,SIN_CWE,,,,,,,True,True
CVE-2021-44521,SIN_CWE,,,,,,,False,True
CVE-2021-44528,SIN_CWE,,,,,,,False,True
CVE-2021-44529,SIN_CWE,,,,,,,True,True
CVE-2021-4462,SIN_CWE,,,,,,,False,True
CVE-2021-44848,SIN_CWE,,,,,,,False,True
CVE-2021-44910,SIN_CWE,,,,,,,False,True
CVE-2021-45027,SIN_CWE,,,,,,,False,True
CVE-2021-45043,SIN_CWE,,,,,,,False,True
CVE-2021-45046,SIN_CWE,,,,,,,True,True
CVE-2021-45092,SIN_CWE,,,,,,,False,True
CVE-2021-45232,SIN_CWE,,,,,,,False,True
CVE-2021-45328,SIN_CWE,,,,,,,False,True
CVE-2021-45380,SIN_CWE,,,,,,,False,True
CVE-2021-45382,SIN_CWE,,,,,,,True,True
CVE-2021-45420,SIN_CWE,,,,,,,False,True
CVE-2021-45422,SIN_CWE,,,,,,,False,True
CVE-2021-45428,SIN_CWE,,,,,,,False,True
CVE-2021-45467,SIN_CWE,,,,,,,False,True
CVE-2021-45793,SIN_CWE,,,,,,,False,True
CVE-2021-45811,SIN_CWE,,,,,,,False,True
CVE-2021-45967,SIN_CWE,,,,,,,False,True
CVE-2021-45968,SIN_CWE,,,,,,,False,True
CVE-2021-46005,SIN_CWE,,,,,,,False,True
CVE-2021-46068,SIN_CWE,,,,,,,False,True
CVE-2021-46069,SIN_CWE,,,,,,,False,True
CVE-2021-46071,SIN_CWE,,,,,,,False,True
CVE-2021-46072,SIN_CWE,,,,,,,False,True
CVE-2021-46073,SIN_CWE,,,,,,,False,True
CVE-2021-46104,SIN_CWE,,,,,,,False,True
CVE-2021-46107,SIN_CWE,,,,,,,False,True
CVE-2021-46371,SIN_CWE,,,,,,,False,True
CVE-2021-46379,SIN_CWE,,,,,,,False,True
CVE-2021-46381,SIN_CWE,,,,,,,False,True
CVE-2021-46387,SIN_CWE,,,,,,,False,True
CVE-2021-46417,SIN_CWE,,,,,,,False,True
CVE-2021-46418,SIN_CWE,,,,,,,False,True
CVE-2021-46419,SIN_CWE,,,,,,,False,True
CVE-2021-46422,SIN_CWE,,,,,,,False,True
CVE-2021-46424,SIN_CWE,,,,,,,False,True
CVE-2021-46704,SIN_CWE,,,,,,,False,True
CVE-2022-0028,SIN_CWE,,,,,,,True,False
CVE-2022-0087,SIN_CWE,,,,,,,False,True
CVE-2022-0140,SIN_CWE,,,,,,,False,True
CVE-2022-0147,SIN_CWE,,,,,,,False,True
CVE-2022-0148,SIN_CWE,,,,,,,False,True
CVE-2022-0149,SIN_CWE,,,,,,,False,True
CVE-2022-0150,SIN_CWE,,,,,,,False,True
CVE-2022-0165,SIN_CWE,,,,,,,False,True
CVE-2022-0169,SIN_CWE,,,,,,,False,True
CVE-2022-0185,SIN_CWE,,,,,,,True,False
CVE-2022-0188,SIN_CWE,,,,,,,False,True
CVE-2022-0189,SIN_CWE,,,,,,,False,True
CVE-2022-0201,SIN_CWE,,,,,,,False,True
CVE-2022-0206,SIN_CWE,,,,,,,False,True
CVE-2022-0208,SIN_CWE,,,,,,,False,True
CVE-2022-0212,SIN_CWE,,,,,,,False,True
CVE-2022-0218,SIN_CWE,,,,,,,False,True
CVE-2022-0220,SIN_CWE,,,,,,,False,True
CVE-2022-0228,SIN_CWE,,,,,,,False,True
CVE-2022-0234,SIN_CWE,,,,,,,False,True
CVE-2022-0250,SIN_CWE,,,,,,,False,True
CVE-2022-0271,SIN_CWE,,,,,,,False,True
CVE-2022-0281,SIN_CWE,,,,,,,False,True
CVE-2022-0288,SIN_CWE,,,,,,,False,True
CVE-2022-0342,SIN_CWE,,,,,,,False,True
CVE-2022-0346,SIN_CWE,,,,,,,False,True
CVE-2022-0349,SIN_CWE,,,,,,,False,True
CVE-2022-0378,SIN_CWE,,,,,,,False,True
CVE-2022-0381,SIN_CWE,,,,,,,False,True
CVE-2022-0412,SIN_CWE,,,,,,,False,True
CVE-2022-0415,SIN_CWE,,,,,,,False,True
CVE-2022-0422,SIN_CWE,,,,,,,False,True
CVE-2022-0424,SIN_CWE,,,,,,,False,True
CVE-2022-0429,SIN_CWE,,,,,,,False,True
CVE-2022-0432,SIN_CWE,,,,,,,False,True
CVE-2022-0434,SIN_CWE,,,,,,,False,True
CVE-2022-0437,SIN_CWE,,,,,,,False,True
CVE-2022-0439,SIN_CWE,,,,,,,False,True
CVE-2022-0441,SIN_CWE,,,,,,,False,True
CVE-2022-0479,SIN_CWE,,,,,,,False,True
CVE-2022-0482,SIN_CWE,,,,,,,False,True
CVE-2022-0533,SIN_CWE,,,,,,,False,True
CVE-2022-0535,SIN_CWE,,,,,,,False,True
CVE-2022-0540,SIN_CWE,,,,,,,False,True
CVE-2022-0543,SIN_CWE,,,,,,,True,True
CVE-2022-0591,SIN_CWE,,,,,,,False,True
CVE-2022-0592,SIN_CWE,,,,,,,False,True
CVE-2022-0594,SIN_CWE,,,,,,,False,True
CVE-2022-0595,SIN_CWE,,,,,,,False,True
CVE-2022-0597,SIN_CWE,,,,,,,False,True
CVE-2022-0599,SIN_CWE,,,,,,,False,True
CVE-2022-0609,SIN_CWE,,,,,,,True,False
CVE-2022-0651,SIN_CWE,,,,,,,False,True
CVE-2022-0653,SIN_CWE,,,,,,,False,True
CVE-2022-0656,SIN_CWE,,,,,,,False,True
CVE-2022-0658,SIN_CWE,,,,,,,False,True
CVE-2022-0660,SIN_CWE,,,,,,,False,True
CVE-2022-0666,SIN_CWE,,,,,,,False,True
CVE-2022-0678,SIN_CWE,,,,,,,False,True
CVE-2022-0679,SIN_CWE,,,,,,,False,True
CVE-2022-0692,SIN_CWE,,,,,,,False,True
CVE-2022-0693,SIN_CWE,,,,,,,False,True
CVE-2022-0735,SIN_CWE,,,,,,,False,True
CVE-2022-0747,SIN_CWE,,,,,,,False,True
CVE-2022-0760,SIN_CWE,,,,,,,False,True
CVE-2022-0765,SIN_CWE,,,,,,,False,True
CVE-2022-0769,SIN_CWE,,,,,,,False,True
CVE-2022-0773,SIN_CWE,,,,,,,False,True
CVE-2022-0776,SIN_CWE,,,,,,,False,True
CVE-2022-0781,SIN_CWE,,,,,,,False,True
CVE-2022-0783,SIN_CWE,,,,,,,False,True
CVE-2022-0784,SIN_CWE,,,,,,,False,True
CVE-2022-0785,SIN_CWE,,,,,,,False,True
CVE-2022-0786,SIN_CWE,,,,,,,False,True
CVE-2022-0787,SIN_CWE,,,,,,,False,True
CVE-2022-0788,SIN_CWE,,,,,,,False,True
CVE-2022-0814,SIN_CWE,,,,,,,False,True
CVE-2022-0817,SIN_CWE,,,,,,,False,True
CVE-2022-0824,SIN_CWE,,,,,,,False,True
CVE-2022-0826,SIN_CWE,,,,,,,False,True
CVE-2022-0827,SIN_CWE,,,,,,,False,True
CVE-2022-0846,SIN_CWE,,,,,,,False,True
CVE-2022-0847,SIN_CWE,,,,,,,True,False
CVE-2022-0864,SIN_CWE,,,,,,,False,True
CVE-2022-0867,SIN_CWE,,,,,,,False,True
CVE-2022-0869,SIN_CWE,,,,,,,False,True
CVE-2022-0870,SIN_CWE,,,,,,,False,True
CVE-2022-0873,SIN_CWE,,,,,,,False,True
CVE-2022-0879,SIN_CWE,,,,,,,False,True
CVE-2022-0885,SIN_CWE,,,,,,,False,True
CVE-2022-0899,SIN_CWE,,,,,,,False,True
CVE-2022-0928,SIN_CWE,,,,,,,False,True
CVE-2022-0948,SIN_CWE,,,,,,,False,True
CVE-2022-0949,SIN_CWE,,,,,,,False,True
CVE-2022-0952,SIN_CWE,,,,,,,False,True
CVE-2022-0954,SIN_CWE,,,,,,,False,True
CVE-2022-0963,SIN_CWE,,,,,,,False,True
CVE-2022-0968,SIN_CWE,,,,,,,False,True
CVE-2022-1007,SIN_CWE,,,,,,,False,True
CVE-2022-1013,SIN_CWE,,,,,,,False,True
CVE-2022-1020,SIN_CWE,,,,,,,False,True
CVE-2022-1026,SIN_CWE,,,,,,,False,True
CVE-2022-1029,SIN_CWE,,,,,,,False,True
CVE-2022-1040,SIN_CWE,,,,,,,True,True
CVE-2022-1054,SIN_CWE,,,,,,,False,True
CVE-2022-1057,SIN_CWE,,,,,,,False,True
CVE-2022-1058,SIN_CWE,,,,,,,False,True
CVE-2022-1096,SIN_CWE,,,,,,,True,False
CVE-2022-1119,SIN_CWE,,,,,,,False,True
CVE-2022-1162,SIN_CWE,,,,,,,False,True
CVE-2022-1168,SIN_CWE,,,,,,,False,True
CVE-2022-1170,SIN_CWE,,,,,,,False,True
CVE-2022-1221,SIN_CWE,,,,,,,False,True
CVE-2022-1329,SIN_CWE,,,,,,,False,True
CVE-2022-1364,SIN_CWE,,,,,,,True,False
CVE-2022-1386,SIN_CWE,,,,,,,False,True
CVE-2022-1388,SIN_CWE,,,,,,,True,True
CVE-2022-1390,SIN_CWE,,,,,,,False,True
CVE-2022-1391,SIN_CWE,,,,,,,False,True
CVE-2022-1392,SIN_CWE,,,,,,,False,True
CVE-2022-1398,SIN_CWE,,,,,,,False,True
CVE-2022-1439,SIN_CWE,,,,,,,False,True
CVE-2022-1442,SIN_CWE,,,,,,,False,True
CVE-2022-1453,SIN_CWE,,,,,,,False,True
CVE-2022-1574,SIN_CWE,,,,,,,False,True
CVE-2022-1580,SIN_CWE,,,,,,,False,True
CVE-2022-1595,SIN_CWE,,,,,,,False,True
CVE-2022-1597,SIN_CWE,,,,,,,False,True
CVE-2022-1598,SIN_CWE,,,,,,,False,True
CVE-2022-1609,SIN_CWE,,,,,,,False,True
CVE-2022-1692,SIN_CWE,,,,,,,False,True
CVE-2022-1711,SIN_CWE,,,,,,,False,True
CVE-2022-1713,SIN_CWE,,,,,,,False,True
CVE-2022-1724,SIN_CWE,,,,,,,False,True
CVE-2022-1756,SIN_CWE,,,,,,,False,True
CVE-2022-1768,SIN_CWE,,,,,,,False,True
CVE-2022-1815,SIN_CWE,,,,,,,False,True
CVE-2022-1883,SIN_CWE,,,,,,,False,True
CVE-2022-1903,SIN_CWE,,,,,,,False,True
CVE-2022-1904,SIN_CWE,,,,,,,False,True
CVE-2022-1906,SIN_CWE,,,,,,,False,True
CVE-2022-1910,SIN_CWE,,,,,,,False,True
CVE-2022-1916,SIN_CWE,,,,,,,False,True
CVE-2022-1933,SIN_CWE,,,,,,,False,True
CVE-2022-1937,SIN_CWE,,,,,,,False,True
CVE-2022-1946,SIN_CWE,,,,,,,False,True
CVE-2022-1950,SIN_CWE,,,,,,,False,True
CVE-2022-1952,SIN_CWE,,,,,,,False,True
CVE-2022-2034,SIN_CWE,,,,,,,False,True
CVE-2022-20699,SIN_CWE,,,,,,,True,False
CVE-2022-20700,SIN_CWE,,,,,,,True,False
CVE-2022-20701,SIN_CWE,,,,,,,True,False
CVE-2022-20703,SIN_CWE,,,,,,,True,False
CVE-2022-20708,SIN_CWE,,,,,,,True,False
CVE-2022-20775,SIN_CWE,,,,,,,True,False
CVE-2022-20821,SIN_CWE,,,,,,,True,False
CVE-2022-2130,SIN_CWE,,,,,,,False,True
CVE-2022-21371,SIN_CWE,,,,,,,False,True
CVE-2022-21445,SIN_CWE,,,,,,,True,False
CVE-2022-21500,SIN_CWE,,,,,,,False,True
CVE-2022-21587,SIN_CWE,,,,,,,True,True
CVE-2022-21661,SIN_CWE,,,,,,,False,True
CVE-2022-2168,SIN_CWE,,,,,,,False,True
CVE-2022-21705,SIN_CWE,,,,,,,False,True
CVE-2022-2174,SIN_CWE,,,,,,,False,True
CVE-2022-2185,SIN_CWE,,,,,,,False,True
CVE-2022-2187,SIN_CWE,,,,,,,False,True
CVE-2022-21882,SIN_CWE,,,,,,,True,False
CVE-2022-21919,SIN_CWE,,,,,,,True,False
CVE-2022-21971,SIN_CWE,,,,,,,True,False
CVE-2022-21999,SIN_CWE,,,,,,,True,False
CVE-2022-22047,SIN_CWE,,,,,,,True,False
CVE-2022-22071,SIN_CWE,,,,,,,True,False
CVE-2022-2219,SIN_CWE,,,,,,,False,True
CVE-2022-22242,SIN_CWE,,,,,,,False,True
CVE-2022-22265,SIN_CWE,,,,,,,True,False
CVE-2022-22536,SIN_CWE,,,,,,,True,True
CVE-2022-22587,SIN_CWE,,,,,,,True,False
CVE-2022-22620,SIN_CWE,,,,,,,True,False
CVE-2022-22674,SIN_CWE,,,,,,,True,False
CVE-2022-22675,SIN_CWE,,,,,,,True,False
CVE-2022-22706,SIN_CWE,,,,,,,True,False
CVE-2022-22718,SIN_CWE,,,,,,,True,False
CVE-2022-22733,SIN_CWE,,,,,,,False,True
CVE-2022-22897,SIN_CWE,,,,,,,False,True
CVE-2022-2290,SIN_CWE,,,,,,,False,True
CVE-2022-2294,SIN_CWE,,,,,,,True,False
CVE-2022-22947,SIN_CWE,,,,,,,True,True
CVE-2022-22948,SIN_CWE,,,,,,,True,False
CVE-2022-22954,SIN_CWE,,,,,,,True,True
CVE-2022-22956,SIN_CWE,,,,,,,False,True
CVE-2022-22960,SIN_CWE,,,,,,,True,False
CVE-2022-22963,SIN_CWE,,,,,,,True,True
CVE-2022-22965,SIN_CWE,,,,,,,True,True
CVE-2022-22972,SIN_CWE,,,,,,,False,True
CVE-2022-23102,SIN_CWE,,,,,,,False,True
CVE-2022-23131,SIN_CWE,,,,,,,True,True
CVE-2022-23134,SIN_CWE,,,,,,,True,True
CVE-2022-2314,SIN_CWE,,,,,,,False,True
CVE-2022-23176,SIN_CWE,,,,,,,True,False
CVE-2022-23178,SIN_CWE,,,,,,,False,True
CVE-2022-23227,SIN_CWE,,,,,,,True,False
CVE-2022-23347,SIN_CWE,,,,,,,False,True
CVE-2022-23348,SIN_CWE,,,,,,,False,True
CVE-2022-23397,SIN_CWE,,,,,,,False,True
CVE-2022-23544,SIN_CWE,,,,,,,False,True
CVE-2022-2373,SIN_CWE,,,,,,,False,True
CVE-2022-23748,SIN_CWE,,,,,,,True,False
CVE-2022-2376,SIN_CWE,,,,,,,False,True
CVE-2022-23779,SIN_CWE,,,,,,,False,True
CVE-2022-2379,SIN_CWE,,,,,,,False,True
CVE-2022-23808,SIN_CWE,,,,,,,False,True
CVE-2022-2383,SIN_CWE,,,,,,,False,True
CVE-2022-23854,SIN_CWE,,,,,,,False,True
CVE-2022-23881,SIN_CWE,,,,,,,False,True
CVE-2022-23898,SIN_CWE,,,,,,,False,True
CVE-2022-23944,SIN_CWE,,,,,,,False,True
CVE-2022-24086,SIN_CWE,,,,,,,True,True
CVE-2022-24112,SIN_CWE,,,,,,,True,True
CVE-2022-24124,SIN_CWE,,,,,,,False,True
CVE-2022-24129,SIN_CWE,,,,,,,False,True
CVE-2022-2414,SIN_CWE,,,,,,,False,True
CVE-2022-24181,SIN_CWE,,,,,,,False,True
CVE-2022-24223,SIN_CWE,,,,,,,False,True
CVE-2022-24260,SIN_CWE,,,,,,,False,True
CVE-2022-24264,SIN_CWE,,,,,,,False,True
CVE-2022-24265,SIN_CWE,,,,,,,False,True
CVE-2022-24266,SIN_CWE,,,,,,,False,True
CVE-2022-24288,SIN_CWE,,,,,,,False,True
CVE-2022-24384,SIN_CWE,,,,,,,False,True
CVE-2022-24521,SIN_CWE,,,,,,,True,False
CVE-2022-2461,SIN_CWE,,,,,,,False,True
CVE-2022-2462,SIN_CWE,,,,,,,False,True
CVE-2022-24627,SIN_CWE,,,,,,,False,True
CVE-2022-24637,SIN_CWE,,,,,,,False,True
CVE-2022-2467,SIN_CWE,,,,,,,False,True
CVE-2022-24681,SIN_CWE,,,,,,,False,True
CVE-2022-24682,SIN_CWE,,,,,,,True,True
CVE-2022-24706,SIN_CWE,,,,,,,True,True
CVE-2022-24716,SIN_CWE,,,,,,,False,True
CVE-2022-24816,SIN_CWE,,,,,,,True,True
CVE-2022-24819,SIN_CWE,,,,,,,False,True
CVE-2022-24856,SIN_CWE,,,,,,,False,True
CVE-2022-2486,SIN_CWE,,,,,,,False,True
CVE-2022-2487,SIN_CWE,,,,,,,False,True
CVE-2022-2488,SIN_CWE,,,,,,,False,True
CVE-2022-24899,SIN_CWE,,,,,,,False,True
CVE-2022-24900,SIN_CWE,,,,,,,False,True
CVE-2022-24990,SIN_CWE,,,,,,,True,True
CVE-2022-25061,SIN_CWE,,,,,,,False,True
CVE-2022-25082,SIN_CWE,,,,,,,False,True
CVE-2022-25125,SIN_CWE,,,,,,,False,True
CVE-2022-25148,SIN_CWE,,,,,,,False,True
CVE-2022-25149,SIN_CWE,,,,,,,False,True
CVE-2022-25216,SIN_CWE,,,,,,,False,True
CVE-2022-25226,SIN_CWE,,,,,,,False,True
CVE-2022-25237,SIN_CWE,,,,,,,False,True
CVE-2022-25322,SIN_CWE,,,,,,,False,True
CVE-2022-25323,SIN_CWE,,,,,,,False,True
CVE-2022-2535,SIN_CWE,,,,,,,False,True
CVE-2022-25356,SIN_CWE,,,,,,,False,True
CVE-2022-25369,SIN_CWE,,,,,,,False,True
CVE-2022-2544,SIN_CWE,,,,,,,False,True
CVE-2022-2546,SIN_CWE,,,,,,,False,True
CVE-2022-25481,SIN_CWE,,,,,,,False,True
CVE-2022-25485,SIN_CWE,,,,,,,False,True
CVE-2022-25486,SIN_CWE,,,,,,,False,True
CVE-2022-25487,SIN_CWE,,,,,,,False,True
CVE-2022-25488,SIN_CWE,,,,,,,False,True
CVE-2022-25489,SIN_CWE,,,,,,,False,True
CVE-2022-25497,SIN_CWE,,,,,,,False,True
CVE-2022-2551,SIN_CWE,,,,,,,False,True
CVE-2022-2552,SIN_CWE,,,,,,,False,True
CVE-2022-25568,SIN_CWE,,,,,,,False,True
CVE-2022-2586,SIN_CWE,,,,,,,True,False
CVE-2022-2599,SIN_CWE,,,,,,,False,True
CVE-2022-26134,SIN_CWE,,,,,,,True,True
CVE-2022-26138,SIN_CWE,,,,,,,True,True
CVE-2022-26143,SIN_CWE,,,,,,,True,True
CVE-2022-26148,SIN_CWE,,,,,,,False,True
CVE-2022-26159,SIN_CWE,,,,,,,False,True
CVE-2022-26233,SIN_CWE,,,,,,,False,True
CVE-2022-26258,SIN_CWE,,,,,,,True,False
CVE-2022-26263,SIN_CWE,,,,,,,False,True
CVE-2022-2627,SIN_CWE,,,,,,,False,True
CVE-2022-26271,SIN_CWE,,,,,,,False,True
CVE-2022-26318,SIN_CWE,,,,,,,True,False
CVE-2022-2633,SIN_CWE,,,,,,,False,True
CVE-2022-26352,SIN_CWE,,,,,,,True,True
CVE-2022-26485,SIN_CWE,,,,,,,True,False
CVE-2022-26486,SIN_CWE,,,,,,,True,False
CVE-2022-26500,SIN_CWE,,,,,,,True,False
CVE-2022-26501,SIN_CWE,,,,,,,True,False
CVE-2022-26564,SIN_CWE,,,,,,,False,True
CVE-2022-26585,SIN_CWE,,,,,,,False,True
CVE-2022-26833,SIN_CWE,,,,,,,False,True
CVE-2022-26871,SIN_CWE,,,,,,,True,False
CVE-2022-26904,SIN_CWE,,,,,,,True,False
CVE-2022-26923,SIN_CWE,,,,,,,True,False
CVE-2022-26925,SIN_CWE,,,,,,,True,False
CVE-2022-26960,SIN_CWE,,,,,,,False,True
CVE-2022-27043,SIN_CWE,,,,,,,False,True
CVE-2022-27228,SIN_CWE,,,,,,,False,True
CVE-2022-2733,SIN_CWE,,,,,,,False,True
CVE-2022-27518,SIN_CWE,,,,,,,True,False
CVE-2022-2756,SIN_CWE,,,,,,,False,True
CVE-2022-27593,SIN_CWE,,,,,,,True,True
CVE-2022-27849,SIN_CWE,,,,,,,False,True
CVE-2022-27924,SIN_CWE,,,,,,,True,True
CVE-2022-27925,SIN_CWE,,,,,,,True,False
CVE-2022-27926,SIN_CWE,,,,,,,True,True
CVE-2022-27927,SIN_CWE,,,,,,,False,True
CVE-2022-27984,SIN_CWE,,,,,,,False,True
CVE-2022-27985,SIN_CWE,,,,,,,False,True
CVE-2022-28032,SIN_CWE,,,,,,,False,True
CVE-2022-28033,SIN_CWE,,,,,,,False,True
CVE-2022-28079,SIN_CWE,,,,,,,False,True
CVE-2022-28080,SIN_CWE,,,,,,,False,True
CVE-2022-28117,SIN_CWE,,,,,,,False,True
CVE-2022-28219,SIN_CWE,,,,,,,False,True
CVE-2022-28290,SIN_CWE,,,,,,,False,True
CVE-2022-28363,SIN_CWE,,,,,,,False,True
CVE-2022-28365,SIN_CWE,,,,,,,False,True
CVE-2022-28508,SIN_CWE,,,,,,,False,True
CVE-2022-2856,SIN_CWE,,,,,,,True,False
CVE-2022-2863,SIN_CWE,,,,,,,False,True
CVE-2022-28666,SIN_CWE,,,,,,,False,True
CVE-2022-28810,SIN_CWE,,,,,,,True,False
CVE-2022-28923,SIN_CWE,,,,,,,False,True
CVE-2022-28955,SIN_CWE,,,,,,,False,True
